Country,first_seq,num_seqs,last_seq,variant,censure_date,duration,censored,mortality_rate,total_cases,total_deaths,growth_rate
Brazil,2020-04-07,43914,2021-11-25,S.N501,2020-12-06,597,FALSE,0.02782662732,2886472.695,80320.79995,43456.29839
UK,2020-04-14,261280,2021-11-23,S.N501,2020-12-13,588,FALSE,0.0144788422,8196216.622,118671.7271,226030.4243
USA,2020-04-21,272272,2021-11-10,S.N501,2020-12-20,568,FALSE,0.01615731484,2636875.364,42604.82543,88825.60448
Netherlands,2020-04-28,30864,2021-11-26,S.N501,2020-12-27,577,FALSE,0.007510257577,1367611.286,10271.11302,23527.63225
Madagascar,2020-05-07,182,2021-04-26,S.N501,2021-01-05,354,FALSE,0.01678457484,4951.086792,83.10188679,71.49319459
Guinea,2020-05-14,48,2021-06-08,S.N501,2021-01-12,390,FALSE,0.007035003432,2375.745223,16.7133758,50.68624125
Mexico,2020-05-18,4556,2021-11-11,S.N501,2021-01-16,542,FALSE,0.07571825919,163167.6642,12354.77149,7205.984836
Spain,2020-05-25,27078,2021-11-28,S.N501,2021-01-23,552,FALSE,0.01714184258,503209.1029,8625.931229,10608.66238
Canada,2020-06-08,45462,2021-11-23,S.N501,2021-02-06,533,FALSE,0.01668159276,2452817.572,40916.90385,60075.5839
Kenya,2020-06-09,1129,2021-09-23,S.N501,2021-02-07,471,FALSE,0.02036943575,23747.35244,483.7201699,518.480842
Seychelles,2020-06-25,35,2021-06-08,S.N501,2021-02-23,348,FALSE,0.003369164126,274.0640704,0.9233668342,25.15494686
Senegal,2020-06-26,43,2021-08-06,S.N501,2021-02-24,406,FALSE,0.02199245283,3093.10532,68.02497286,118.2757594
Laos,2020-07-07,1,2020-07-07,S.N501,2021-03-07,0,TRUE,0,0.8636363636,0,
Côte d'Ivoire,2020-07-15,76,2021-04-28,S.N501,2021-03-15,287,FALSE,0.006225105021,5306.486322,33.03343465,102.4072649
Nigeria,2020-07-16,262,2021-09-16,S.N501,2021-03-16,427,FALSE,0.01317654575,5240.941693,69.05750799,412.2491542
China,2020-07-28,23,2021-06-15,S.N501,2021-03-28,322,FALSE,0.0429065989,180616.4131,7749.635992,2503.358771
Egypt,2020-07-28,53,2021-05-10,S.N501,2021-03-28,286,FALSE,0.05856807512,14466.45309,847.2723112,515.3998253
Indonesia,2020-08-06,125,2021-11-07,S.N501,2021-04-06,458,FALSE,0.0337898834,26877.59402,908.1907678,10123.22277
South Africa,2020-08-17,6581,2021-11-25,S.N501,2021-04-17,465,FALSE,0.03040508044,265221.6391,8064.08527,5808.34011
Peru,2020-08-19,2184,2021-11-05,S.N501,2021-04-19,443,FALSE,0.0908520843,158723.4792,14420.35892,4203.564223
Gambia,2020-08-21,67,2021-05-20,S.N501,2021-04-21,272,FALSE,0.0293230563,238.1512805,6.983323407,10.83252021
Mozambique,2020-08-22,377,2021-07-09,S.N501,2021-04-22,321,FALSE,0.01097983745,10608.7677,116.4825449,283.3996737
Russia,2020-08-23,433,2021-09-29,S.N501,2021-04-23,402,FALSE,0.02747441166,167299.091,4596.444095,15964.8864
Angola,2020-08-25,610,2021-07-29,S.N501,2021-04-25,338,FALSE,0.02360777668,7536.045362,177.909276,111.5520399
United Arab Emirates,2020-08-28,428,2021-04-27,S.N501,2021-04-28,242,TRUE,0.003066513017,76025.18053,233.1322057,1976.735648
Zimbabwe,2020-09-01,272,2021-07-26,S.N501,2021-05-02,328,FALSE,0.03174777876,13063.31956,414.7313791,184.1775423
Germany,2020-09-21,106413,2021-11-27,S.N501,2021-05-22,432,FALSE,0.01762704216,588702.417,10377.08232,10862.87595
Greece,2020-09-24,5748,2021-11-11,S.N501,2021-05-25,413,FALSE,0.02031732322,96514.58251,1960.917968,1823.863316
